CODCATEGORIAECONOMICA;CODELEMENTODESPESA;CODGRUPONATUREZADESPESA;CODMODALIDADEAPLICACAO;CODORGAO;CODSUBELEMENTODESPESA;CATEGORIAECONOMICA;GRUPONATUREZADESPESA;MODALIDADEAPLICACAO;ELEMENTODESPESA;SUBELEMENTODESPESA;EXERCICIO;ANOMESEMISSAO;ANOEMISSAO;MESEMISSAO;NOMEORGAO;VALORLIQUIDADO;CODACAO;ACAO;CODPROGRAMA;PROGRAMA;VALORPAGO;VALOREMPENHADO
3;39;4;90;2906;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;"DIRETORIA-GERAL DE ADM. PENITENCIÁRIA";78720,45;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";81267,95;63235,71
3;39;4;90;2952;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"FUNDO EST.PROT.DEFESA CONSUMIDOR-FEDC";7421,32;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";7421,32;
3;39;4;90;2961;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;DETRAN;24799,71;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";24799,71;
3;39;4;90;2961;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;DETRAN;70971,68;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";70971,68;
3;39;4;90;2961;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;DETRAN;24019,49;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";24019,49;24019,49
3;39;4;90;3001;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"GAB. SEC. ESTADO DESENVOLVIMENTO SOCIAL";46840,64;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;4;90;3001;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"GAB. SEC. ESTADO DESENVOLVIMENTO SOCIAL";5598,09;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;4;90;3001;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;"GAB. SEC. ESTADO DESENVOLVIMENTO SOCIAL";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";0;
3;39;4;90;3161;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;FAPEG;458,87;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";458,87;
3;39;4;90;3161;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;FAPEG;5972,69;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";5972,69;
3;39;4;90;3161;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;FAPEG;638,75;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";638,75;
3;39;4;90;3161;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;FAPEG;474,53;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";474,53;
3;39;4;90;3162;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;UEG;242325,61;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";2319,03;
3;39;4;90;3162;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;UEG;48653,72;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";54345,61;
3;39;4;90;3162;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;UEG;14478,91;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";43263,03;
3;39;4;90;3162;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;80000
3;39;4;90;3201;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";1375,29;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";4928,52;
3;39;4;90;3201;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";8691,19;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";8691,19;
3;39;4;90;3201;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";3195,37;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;4;90;3261;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";534,34;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";452,08;
3;39;4;90;3261;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";385,74;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";385,74;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;10000
3;39;4;90;3262;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;EMATER;7460,58;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";7460,58;
3;39;4;90;3262;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;EMATER;24554,96;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";24554,96;
3;39;4;90;3262;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;EMATER;17530,46;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";72852,63;
3;39;4;90;3351;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;FUNPRODUZIR;607,93;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";607,93;403,45
3;39;4;90;3351;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;FUNPRODUZIR;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;19478,14
3;39;4;90;3352;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"FUNDO DE FOMENTO A MINERAÇÃO";8970,09;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";8970,09;
3;39;4;90;3361;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA ESTADUAL DE TURISMO";1105,43;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1105,43;9258,25
3;39;4;90;3362;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG";19820,91;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";19820,91;
3;39;4;90;3362;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG";72093,98;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";72093,98;161424
3;39;4;90;3362;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"JUNTA COMERCIAL DO EST. DE GOIAS-JUCEG";1499,61;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1499,61;10710,9
3;39;4;90;6606;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2018;201907;2019;7;"UNIVERSIDADE ESTADUAL DE GOIÁS";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";39055,17;
3;39;5;90;1101;59;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Estacionamento para Veículos";2019;201907;2019;7;"GABINETE DO SECRETÁRIO DA CASA CIVIL";6076;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";6076;8106
3;39;5;90;1301;59;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Estacionamento para Veículos";2019;201907;2019;7;"GABINETE DO VICE-GOVERNADOR";1311;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1311;
3;39;5;90;1401;59;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Estacionamento para Veículos";2019;201907;2019;7;"GAB. DO PROC. GERAL DO ESTADO";3080;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";107,8;
3;39;5;90;1501;59;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Estacionamento para Veículos";2019;201907;2019;7;"GAB. DO SECRET. CHEFE DA CGE";450;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";450;
3;39;5;90;1701;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";947,82;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";3278,43;
3;39;5;90;1801;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"GAB. SEC. ESTADO DA ADMINISTRAÇÃO";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;132,2
3;39;5;90;2101;59;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Estacionamento para Veículos";2019;201907;2019;7;"GAB. SEC. EST. MEIO AMB. E DESENV. SUST.";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;5280
3;39;5;90;2153;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"FUNDO ESTADUAL DO MEIO AMBIENTE - FEMA";23113,05;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";27822,22;45717,48
3;39;5;90;2850;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"FUNDO ESTADUAL DE SAUDE- FES";2135,84;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";2135,84;
3;39;5;90;2901;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"GAB. SEC. SEGURANÇA PÚBLICA";8325,36;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";8207,43;
3;39;5;90;2906;87;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Viaturas e outros Veículos para Patrulhamento";2019;201907;2019;7;"DIRETORIA-GERAL DE ADM. PENITENCIÁRIA";483366,01;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";807043,68;2454535,19
3;39;5;90;2961;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;DETRAN;19212;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;5;90;3150;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";129;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";392,16;
3;39;5;90;3162;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;UEG;7625,95;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;25000
3;39;5;90;3201;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";1119,05;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";506,47;
3;39;5;90;3261;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";29881,59;37039,2
3;39;5;90;3361;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA ESTADUAL DE TURISMO";622,23;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;6;90;1101;33;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços Gráficos";2019;201907;2019;7;"GABINETE DO SECRETÁRIO DA CASA CIVIL";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";840;
3;39;6;90;1250;33;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços Gráficos";2019;201907;2019;7;"FUNDO ESPECIAL DE COMUNICAÇÃO - FECOM";3890;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";3890;
3;39;6;90;1250;39;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Publicação Exigida por Lei";2019;201907;2019;7;"FUNDO ESPECIAL DE COMUNICAÇÃO - FECOM";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;3250,02
3;39;6;90;1261;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"AGÊNCIA BRASIL CENTRAL - ABC";454,8;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;2677,3
3;39;6;90;1301;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GABINETE DO VICE-GOVERNADOR";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";138;
3;39;6;90;1401;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GAB. DO PROC. GERAL DO ESTADO";753,6;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;6;90;1401;39;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Publicação Exigida por Lei";2019;201907;2019;7;"GAB. DO PROC. GERAL DO ESTADO";338,04;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";326,67;
3;39;6;90;1701;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";7990;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";2563,55;
3;39;6;90;1701;33;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços Gráficos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";10040;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";10040;
3;39;6;90;1761;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";2146,67;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1516,67;
3;39;6;90;1762;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GOIÁS PREVIDÊNCIA - GOIASPREV";648;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";648;
3;39;6;90;1762;39;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Publicação Exigida por Lei";2019;201907;2019;7;"GOIÁS PREVIDÊNCIA - GOIASPREV";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;4096
3;39;6;90;1801;39;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Publicação Exigida por Lei";2019;201907;2019;7;"GAB. SEC. ESTADO DA ADMINISTRAÇÃO";442;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";859;
3;39;6;90;1901;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GAB. DO SECRETARIO DE GOVERNO";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;1620
3;39;6;90;2101;2;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Assinatura de Periódicos e Anuidades Diversas";2019;201907;2019;7;"GAB. SEC. EST. MEIO AMB. E DESENV. SUST.";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;0
3;39;6;90;2401;33;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços Gráficos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA EDUCAÇÃO";340;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;
3;39;6;90;2401;39;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Publicação Exigida por Lei";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA EDUCAÇÃO";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";14406;
